Word 1,Word 2
lieux,furieux
envenimée,animée
desseins,mains
violence,offense
erreur,horreur
horreur,abattue
abattue,tue
raison,poison
extrême,moimême
amour,jour
peine,haine
trépas,appas
suivre,vivre
vœux,fâcheux
fâcheux,seigneur
seigneur,nécessaire
nécessaire,distraire
précipitant,éclatant
envie,vie
foi,moi
vengée,outragée
attentat,mauregat
audace,menace
fatal,rival
conséquence,offense
devoir,désespoir
surprise,entreprise
mauregat,l’éclat
courage,l’avantage
l’ennui,lui
fidèle,nouvelle
prévenir,obtenir
traître,paraître
paraître,douceur
douceur,sœur
croyance,récompense
semées,confirmées
jour,retour
prospère,frère
voir,recevoir
rude,inquiétude
jugé,outragé
vante,contente
madame,âme
changement,ressentiment
l’éteindre,plaindre
plaindre,rigueur
rigueur,cœur
outragée,engagée
engagée,exécuté
exécuté,sévérité
m’adresse,tendresse
pitoyable,misérable
mériter,prêter
prêter,redire
redire,inspire
inspire,pâleur
pâleur,douleur
ressentiment,changement
changement,jette
jette,faite
gloire,croire
croire,malheur
malheur,douleur
service,sacrifice
moments,serments
destinées,enchaînées
moi,roi
violence,naissance
grands,prends
l’étonne,donne
transport,sort
rage,courage
éclatants,j’attends
prétendre,rendre
forcés,pensez
rare,prépare
choir,devoir
devoir,dire
dire,pire
pire,endurer
endurer,murmurer
disgrâce,l’audace
odieux,glorieux
sacrifice,service
fatal,rival
prétendre,attendre
lui,appui
extrême,moimême
désirs,déplaisirs
être,paraître
volé,immolé
résistance,puissance
conserver,braver
braver,mémoire
mémoire,gloire
vains,desseins
madame,âme
vainqueur,rigueur
l’expose,cause
cœur,douleur
sensible,horrible
courroux,vous
flamme,âme
yeux,cieux
visage,volage
coups,vous
inconstance,différence
soupirs,désirs
m’excite,mérite
tributs,combattus
silence,l’intelligence
deux,fâcheux
volage,l’hommage
voici,ici
martyre,dire
dire,bien
bien,entretien
pensée,blessée
instamment,moment
oreilles,merveilles
conséquence,reconnaissance
immortel,paternel
hommages,avantages
glorieux,impérieux
m’anime,légitime
m’exposer,tyranniser
occurrence,vaillance
bas,pas
soimême,aime
généreux,heureux
violence,naissance
zélé,immolé
autre,vôtre
foi,moi
épargné,gagné
croire,gloire
gloire,savoir
savoir,devoir
héroïque,publique
sujet,projet
utile,ville
bras,trépas
conduire,instruire
instruire,appris
appris,surpris
maître,paraître
conservé,élevé
sincère,père
clartés,vérités
vérités,pensée
pensée,traversée
événement,l’amant
murmure,nature
détaché,touché
souveraine,chaîne
ignès,l’excès
misérable,véritable
m’attend,content
joie,renvoie
tributs,vertus
d’attendre,apprendre
discours,jours
répondre,confondre
amour,jour
fidèles,nouvelles
nouvelles,perplexités
perplexités,beautés
moi,foi
blesse,princesse
princesse,causé
causé,excusé
coupable,capable
vain,dédain
puissance,offense
douceur,sœur
sœur,l’aventure
l’aventure,pure
contentement,croyance
croyance,violence
disposer,opposer
obéissance,puissance
gayeté,fermeté
fermeté,naître
naître,maître
maître,tirer
tirer,demeurer
âme,flamme
toutpuissant,obéissant
treuve,épreuve
occasions,émotions
atteinte,contrainte
soins,témoins
prétendre,descendre
consumée,renommée
courir,mourir
plainte,atteinte
prospère,frère
parlé,dévoilé
martyre,désire
jour,amour
confondre,répondre
détourné,fortuné
favorable,coupable
soupçons,leçons
odieuse,heureuse
raison,pardon
présente,attente
attente,mouvement
mouvement,sentiment
détachée,touchée
touchée,d’amitié
d’amitié,pitié
indulgence,l’influence
jaloux,vous
m’octroie,joie
débats,états
appelle,zèle
différents,tyrans
arrêter,désire
désire,dire
dire,jupiter
jupiter,mercure
mercure,posture
m’engage,nuage
pas,las
qualité,indignité
roulante,nonchalante
fatal,mal
cieux,dieux
donne,personne
guise,sottise
s’agit,dit
obscure,aventure
cieux,dieux
jours,amours
salutaire,chéri
chéri,faire
faire,plaire
plaire,mari
misérable,redoutable
guindé,méthode
grandeur,ardeur
venir,fournir
badinage,l’engage
beau,cause
cause,censeurs
censeurs,douceurs
qu’ailleurs,ardeurs
faveurs,heureuse
heureuse,puis
puis,réduits
amoureuse,délicieuse
jour,retour
m’apprête,honnête
bassesse,gens
moi,l’emploi
renchérie,divers
divers,affaires
affaires,ouverts
ouverts,guères
guères,contrariétés
contrariétés,sommes
sommes,hommes
hommes,vérités
mercure,figure
monde,seconde
tour,amour
nature,s’immoler
s’immoler,froidure
froidure,voler
puissant,caressant
s’évade,l’ambassade
loin,peine
mène,alcmène
cœur,d’honneur
courage,l’engage
satisfaite,assurément
assurément,souhaite
âme,madame
sort,effort
mort,port
gloire,victoire
côté,vérité
cavalerie,prières
semble,ressemble
causeur,douceur
chemin,matin
s’applique,musique
os,repos
repos,dos
moi,moi
parler,valet
d’importance,connaissance
pause,chose
entretien,partie
nous,nous
nous,nous
toi,moi
valet,doute
est,sosie
nom,raison
prix,effronterie
effronterie,prie
prie,cris
cris,meurtris
meurtris,crie
l’avantage,courage
bien,fanfaronnerie
fanfaronnerie,poltronnerie
âme,blâme
métamorphose,chose
insolence,silence
veux,vœux
claire,affaire
nom,démon
injures,voudras
voudras,blessures
l’apparence,puissance
femme,flamme
pas,bras
berger,étranger
enrager,d’étrivière
bien,sosie
action,question
présent,paraître
paraître,présent
présent,maître
maître,repartie
bien,rien
voix,sois
sois,chose
chose,sosie
d’accord,mort
s’oppose,chose
traitement,peine
peine,civilement
civilement,alcmène
vue,venue
publique,unique
gré,gloire
j’aime,extrême
arrivé,blessée
vous,époux
époux,doux
amoureux,étude
étude,inquiétude
inquiétude,heureux
amant,franchement
franchement,gêne
cœurs,faveurs
délicatesse,blesse
vertu,revêtu
langage,sage
vous,l’époux
dieux,précieux
chéri,mari
voiles,étoiles
brusquerie,séparer
séparer,fâcherie
fâcherie,demeurer
brutale,régale
fariboles,paroles
grâce,face
d’espérer,soupire
soupire,dire
dire,soupirer
soupirer,rire
rire,bonheur
bonheur,d’honneur
rien,bien
blâmer,charme
charme,vacarme
vacarme,m’assommer
répugnance,licence
méthode,commode
résolution,occasion
suffire,désire
bâton,ton
maître,voudrez
usité,vérité
obliger,sincère
sincère,faire
faire,m’interroger
m’interroger,prescrire
voulez,zèle
récit,ensuite
ensuite,peine
alcmène,pleine
ivrognerie,d’esprit
d’esprit,plaisanterie
frivole,parole
courroux,nous
d’apparence,chacun
paraître,connaître
importun,commun
ressemblantes,pesantes
donc,bâton
jaloux,courroux
cerveau,l’eau
portés,mystères
mystères,chimères
chimères,vérités
vérités,sommeillé
vie,sosie
appas,pas
dieux,vainqueur
femme,flamme
cœur,d’ardeur
demeuré,désiré
extrême,aime
faut,tue
tue,vue
ardeur,cœur
moi,foi
jour,retour
vérité,traité
acquitté,malignité
étrange,change
dit,l’esprit
amphitryon,question
mène,certaine
certaine,d’émotion
plainte,feinte
égayer,prie
sérieusement,l’amusement
soir,hier
hier,l’aurore
combats,ptérélas
inutile,entier
taistoi,fort
nature,aventure
passé,chose
chose,vous
vous,cause
cause,nous
saisir,mémoire
mémoire,plaisir
plaisir,l’histoire
surprise,embrassai
embrassai,reprise
reprise,passé
d’importance,destiné
destiné,véhémence
véhémence,violence
violence,enchaîné
enchaîné,l’absence
l’absence,impatience
impatience,donné
donné,occurrence
occurrence,passionné
passionné,assassiné
tous,jaloux
portés,faussetés
emportement,déférence
déférence,constance
constance,moment
moment,vengeance
hyménée,enchaînée
connaître,préparer
préparer,peutêtre
peutêtre,demeurer
aborder,paraître
paraître,connaître
connaître,demander
demander,hasarder
hasarder,être
nous,courroux
tenu,quel
fin,vin
regret,mémoire
mémoire,manière
port,rapport
veille,pareille
t’aviser,baiser
bon,bon
langage,sage
réparé,séparé
outrage,sage
abstenir,provenir
fades,malades
d’affaires,gênés
gênés,caniculaires
caniculaires,sévères
fatal,conjugal
fort,autre
autre,tort
tort,nôtre
nôtre,transport
content,alcmène
inquiétude,solitude
moi,vois
retraite,maintien
accrochées,empêchées
alcmène,peine
serré,séparé
incroyable,m’accable
cieux,d’odieux
regarder,demander
ordonné,passionné
inflexible,invincible
courroux,jaloux
abusé,offense
offense,naissance
naissance,violence
ressentiment,naître
naître,aisément
aisément,maître
rigueur,l’honneur
aime,luimême
douleur,rendre
penser,tendresse
tendresse,blesser
blesser,faiblesse
être,connaître
coupable,équitable
subtilités,frivoles
frivoles,irrités
irrités,paroles
pensée,blessée
victime,anime
odieux,prodigieux
yeux,dieux
flamme,âme
pas,appas
colère,longueur
douleur,déclarer
déclarer,espérer
favorable,misérable
bontés,d’indignités
d’indignités,cause
offense,vengeance
l’heure,meure
m’accable,favorable
d’absoudre,résoudre
trahir,haïr
charmée,l’armée
place,ménage
reviens,rien
colère,faire
faire,bien
l’être,connaître
connaître,enrager
blesse,allégresse
d’honneur,victoire
victoire,douleur
douleur,gloire
ressemblances,d’abuser
d’abuser,apparences
apparences,supposer
supposer,différences
différences,aviser
effets,faits
rigueur,victoire
victoire,croire
croire,honneur
honneur,mystère
mystère,chimère
équitable,véritable
l’esprit,plaisir
charité,m’inquiète
m’inquiète,planète
planète,porté
porté,porte
moi,moi
l’oublie,bien
entendre,t’apprendre
ordre,considéré
considéré,effaré
effaré,mordre
mordre,déchiré
contusion,confusion
maître,maître
maître,méconnaître
eau,doute
bien,pleine
pleine,alcmène
alcmène,entretien
entretien,caprice
rajustés,privautés
privautés,punisse
punisse,témérités
esprit,dit
prendre,répandre
venger,faire
monsieur,téméraire
quitter,ordre
faite,satisfaite
dire,conter
conter,nature
nature,emporter
emporter,aventure
rendre,m’attendre
produits,transie
semblable,véritable
l’enchantement,arrêtez
nécessaire,colère
scélérat,combat
traitement,défense
défense,vengeance
vengeance,ressentiment
résolutions,amphitryons
méconnaître,paraître
appui,lui
deux,hasardeux
l’imposture,l’aventure
abuser,colère
connaître,être
être,naître
connaissance,d’importance
d’importance,circonstance
témoignage,outrage
m’engage,assemblage
agréable,table
termine,l’irrésolution
l’irrésolution,amphitryon
martyre,dire
dire,m’inspire
m’inspire,lié
d’attendre,rendre
saison,impose
impose,chose
chose,raison
répondre,confondre
demain,train
vaillantises,prises
nez,cuisine
retournez,l’échine
supplie,sosie
licence,défense
maître,reconnaître
partage,l’avantage
unique,tyrannique
moi,loi
défends,j’entends
démanger,demeure
demeure,manger
manger,heure
compagnie,loin
l’adversaire,faire
faiton,net
net,ébattre
ébattre,effet
effet,battre
ici,voici
désire,dire
lieux,mercure
mercure,peu
peu,figure
figure,lieu
lieu,dieu
dieu,endure
courtoisie,sosie
imposteur,paraître
paraître,connaître
être,douceur
douceur,adore
adore,éclater
éclater,jupiter
jupiter,déshonore
glorieux,dieux
dieux,murmure
murmure,aventure
brûle,d’hercule
sort,flatter
douter,jupiter
sentiment,nullement
nullement,congratulantes
congratulantes,embarquement
embarquement,compliment
compliment,embarrassantes
dire,guerre
rois,exploits
amours,jours
amours,jours
sévère,aimer
aimer,plaire
plaire,charmer
charmer,plaire
plaire,charmer
sévère,aimer
aimer,plaire
plaire,charmer
sage,âge
âge,sage
cesse,presse
sagesse,jeunesse
charme,désarme
désarme,charme
peine,vaine
chaîne,prenne
amours,jours
cour,tour
naissants,encens
ombres,douleur
douleur,faire
faire,accabler
accabler,taire
taire,parler
parler,plaire
raison,offense
tonnerre,aimer
aimer,terre
terre,charmer
charmer,respire
autels,immortels
constamment,jugement
prévenus,vénus
sommes,noms
inquiétude,malicieux
malicieux,étude
étude,yeux
nous,tous
intérêts,traits
commises,sottises
raisonnements,moments
aigrit,vôtre
vôtre,l’autre
fers,armes
cruelle,delle
franchement,jugement
flatter,tête
tête,mériter
mériter,conquête
conquête,déguisement
chose,lois
présumer,mystère
mystère,enflammer
enflammer,ordinaire
ordinaire,affaire
affaire,former
former,aimer
cœurs,rigueurs
conservée,fiertés
fiertés,cruautés
cruautés,éprouvée
vois,moi
venir,soutenir
rit,attire
avances,bienséances
matière,première
achevés,tendresse
ajustement,nullement
informer,enfermer
enfermer,mystère
s’enflamme,aimer
aimer,âme
âme,charmer
charmer,d’élire
d’élire,ardeur
ardeur,attire
promettent,amants
inégale,valez
solide,moitié
moitié,amitié
prépare,éclater
l’âme,madame
profiter,distraire
dispose,nous
nous,cause
cause,chose
chose,vous
soins,moins
supplices,offices
concurrence,balance
deux,amoureux
fière,manière
gênée,amitié
amitié,destinée
destinée,pitié
vôtre,ardeur
ardeur,cœur
sacrifice,injustice
d’outrage,partage
défendre,attendre
sollicite,mérite
demande,j’attende
craindre,plaindre
d’effroi,moi
madame,âme
menée,abandonnée
lieux,cieux
vous,coups
colère,malheur
sœur,cœur
mien,joie
joie,envoie
envoie,bien
selve,belve
rio,dolore
dolore,martire
martire,morte
morte,sorte
beltà,crudeltà
innocente,inclemente
fiero,severo
severo,rigor
rigor,cor
inaudita,vita
sforza,forza
nature,d’injure
d’injure,faveurs
douleurs,pleurs
ellemême,diadème
revers,offerts
adversité,d’insensibilité
coups,tous
occasions,révolutions
haine,peine
rigueurs,cœurs
cœurs,amères
frivole,console
ouverts,funeste
plaire,retirer
retirer,murmurer
murmurer,étendre
fondement,présente
présente,raisonnement
raisonnement,accablement
accablement,cuisante
cuisante,tourment
tourment,puissante
cieux,dieux
contente,assassinante
pas,d’appas
yeux,habitude
habitude,d’étude
d’étude,précieux
vertus,assidus
sagesse,tendresse
tendresse,l’allégresse
plainte,l’atteinte
rigueur,cœur
colère,éclater
éclater,faire
faire,redouter
jamais,fais
plaindre,pleurer
pleurer,réparer
suis,ennuis
cœur,douleur
lieu,adieu
reste,funeste
sort,mort
condamnée,empoisonnée
secourir,mourir
déplaisirs,soupirs
lentendre,attendre
issue,déçue
vous,doux
loi,moi
vœux,veux
importuner,déplaire
déplaire,gêner
gêner,colère
sincère,espère
souhaits,jamais
monument,seconde
seconde,monde
d’âmes,flammes
mien,crime
insensibilité,sévérité
déplaire,faire
ici,souci
vôtres,sœurs
défendre,attendre
cœurs,meurs
étendards,dards
servie,vie
aimer,salaire
salaire,animer
animer,satisfaire
satisfaire,présumer
présumer,faire
faire,plaire
plaire,enflammer
enflammer,autre
jaloux,doux
loi,moi
moments,sentiments
abattu,vertu
empoisonne,étonne
bras,pas
d’exemples,temples
ravisseur,livre
livre,défenseur
défenseur,vivre
cœurs,meurs
meurs,rigueurs
rigueurs,matières
matières,dernières
m’obéir,haïr
rebelles,fidèles
lieu,adieu
adieu,route
voix,fois
chercher,rocher
rocher,suivre
suivre,survivre
jaloux,courroux
attraits,palais
larmes,armes
lieux,dieux
hâtezvous,coups
charmant,l’empressement
acquitté,donnée
donnée,beauté
beauté,amenée
amenée,enchanté
enchanté,liberté
liberté,destinée
changement,faites
faites,ajustement
ajustement,êtes
jour,l’amour
cœur,ardeur
ardeur,naître
naître,langueur
langueur,être
lois,vois
nature,amoureux
amoureux,blessure
blessure,feux
feux,eux
eux,figure
figure,heureux
heureux,voeux
forte,desprit
desprit,sorte
enfance,patience
faire,mystère
mère,colère
immortelles,belles
cieux,glorieux
faire,mystère
mystère,barbare
pare,rare
appartements,ameublements
frayeurs,fleurs
serpent,suspend
repent,féconde
malheurs,meurs
t’emparer,murmurer
soupirer,d’expirer
empire,respire
loi,moi
poison,raison
plainte,atteinte
complaisance,reconnaissance
puissance,sens
charme,d’alarme
d’alarme,charmer
charmer,même
même,aime
aime,d’aimer
dangereux,eux
dure,étonner
étonner,l’injure
l’injure,usure
usure,donner
jours,cours
châtiment,doucement
jour,d’amour
punie,vie
bas,d’appas
présence,violence
offense,bienséance
lois,choix
soupire,repartir
repartir,soupir
soupir,dire
doux,tous
doute,route
attendu,entendu
cœur,faveur
faveur,zéphire
menacés,débarrassés
empressés,adressés
province,prince
suis,puis
sollicite,mérite
séjour,amour
merveilles,oreilles
servie,envie
vôtres,d’autres
d’autres,séparer
séparer,père
père,imaginaire
imaginaire,pleurer
accablée,comblée
témoins,soins
zéphire,empire
sœurs,douceurs
souvent,vent
murmure,respirez
bouche,touche
zéphire,dédire
largesses,caressses
caressses,tendresses
présence,entretiens
entretiens,complaisance
complaisance,miens
jamais,palais
zéphyrs,soupirs
princesse,d’allégresse
d’allégresse,jeunesse
jeunesse,tendresse
jours,amours
surprendre,entendre
soupirs,désirs
tendre,rendre
rendre,prendre
défendre,d’attendre
jour,retour
charmes,armes
pleurs,douceurs
suivre,livre
appas,trépas
espère,mystère
mystère,guère
faire,plaire
charmant,amant
concevoir,voir
équipage,étalage
dépit,traite
traite,indiscrète
d’efforts,trésors
sentiments,charmants
reines,souveraines
lieux,exactitude
exactitude,étude
étude,yeux
exécute,rebute
charmer,s’entr’aimer
autels,mortels
révoltés,volontés
témoins,moins
désespère,plaire
achevé,aimée
aimée,relevé
relevé,exprimée
porter,d’éviter
empressements,amants
connaître,l’être
suprême,diadème
même,aime
aime,charmez
charmez,extrême
extrême,aimez
est,intérêt
intérêt,plaît
réserve,cacher
cacher,reprocher
doux,nous
défense,violence
infortunée...,l’hyménée...
m’accabler,dire
nature,d’imposture
richesses,tendresses
tendresses,caresses
charmes,alarmes
bien,l’entretien
l’entretien,s’impatiente
vous,doux
suivie,envie
désirs,plaisirs
yeux,lieux
seigneur,malheur
malheur,douleur
lumière,fière
m’irrite,mérite
savoir,pouvoir
commandements,serments
âme,flamme
yeux,dieux
assurance,l’abondance
suprême,j’aime
aveuglement,amant
dire,maître
dédire,empire
vous,doux
suite,fuite
m’éprouver,croire
croire,gloire
choix,rois
rois,voulezvous
conjure,aventure
désespérez,taire
taire,satisfaire
dieux,cieux
suprême,même
courroux,époux
aimiez,charmiez
êtes,quitter
quitter,ôter
ôter,victoire
plus,disparus
gloire,croire
croire,éclairci
tremble,ensemble
félicité,adorée
m’empoisonne,infortuné
infortuné,condamné
condamné,m’abandonne
m’abandonne,donné
pure,dieux
dieux,j’endure
j’endure,yeux
moimême,extrême
extrême,alarmé
alarmé,allumé
allumé,aime
aime,aimé
ondes,défend
défend,profondes
profondes,t’attend
honneurs,suborneurs
désertés,beautés
faite,prêter
prêter,satisfaite
satisfaite,reporter
reporter,présenter
présenter,parfaite
devoir,voir
défendre,refuser
refuser,désabuser
désabuser,rendre
rendre,erreur
erreur,l’horreur
rois,choix
extravagante,seconde
seconde,monde
lui,qu’aujourd’hui
dieu,lieu
maître,charmer
aimer,luimême
mérite,m’irrite
expérience,confiance
cour,jour
tantales,d’intervalles
assouvie,asservie
ressentiments,moments
joie,déploie
moment,amant
lui,ennui
trépas,pas
crime,ranime
convie,vie
ombres,sombres
moi,vois
fière,entière
courroux,d’époux
dévorée,préparée
vue,disparue
joie,proie
emportés,précipités
oracle,miracle
aime,luimême
endurer,adorer
faits,reste
adieu,dire
soupire,empire
attire,inspire
justice,malice
courroux,vous
supplice,l’artifice
entretenir,souvenir
cieux,dieux
yeux,lieux
encore,m’adore
ravie,vie
désespérée,décolorée
prévaloir,prévoir
divine,proserpine
extrême,même
amant,tourment
ouverte,perte
malheurs,pleurs
même,aime
aime,m’aimez
criminel,éternel
cruauté,beauté
amants,ravissements
cœurs,liqueurs
yeux,dieux
mère,m’arracher
m’arracher,cher
cher,colère
loi,moi
autre,vôtre
vous,respectueuse
retenir,souvenir
pas,appas
puissance,soutien
soutien,rien
d’enchaîner,naissance
désirs,soupirs
reconnaissance,puissance
désolés,violés
violés,ravalés
d’ignominie,punie
volés,charmée
éternels,cruels
cachée,suborné
suborné,tourné
tourné,arrachée
arrachée,curiosité
défiance,vengeance
soupir,expire
expire,bien
bien,dire
dire,rien
genoux,doux
mourante,suppliante
charmes,larmes
douleur,cœur
mort,fort
cœur,rigueur
rigueur,lumière
amitié,moitié
grâce,audace
foi,moi
lasse,passe
nous,courroux
possible,mortels
mortels,inflexible
inflexible,d’autels
soupirs,déplaisirs
jour,l’amour
flambeau,tombeau
mortelles,elles
rebelles,cruelles
prêtes,conquêtes
colère,mère
proie,confusion
confusion,d’union
d’union,joie
joie,division
rougis,fils
jamais,paix
flamme,âme
hyménée,destinée
charmant,tourment
belle,nouvelle
séjour,tour
sévères,d’affaires
d’affaires,charmer
charmer,soupire
soupire,s’enflammer
s’enflammer,martyre
martyre,dire
dire,d’aimer
peines,chaînes
alarmer,soupire
soupire,s’enflammer
s’enflammer,martyre
martyre,dire
dire,d’aimer
quelquefois,lois
s’oublie,folie
jour,d’amour
vie,médire
aujourd’hui,lui
amours,secours
secours,divertissonsnous
faire,nécessaire
rire,d’autrui
mode,incommode
bien,médire
rire,d’autrui
amusements,charmants
charmants,amants
cour,jour
jour,d’amour
charmants,amants
amants,trompettes
tambours,toujours
toujours,amours
né,assassiné
d’aujourd’hui,lui
envie,comédie
misérablement,châtiment
l’affaire,colère
colère,d’écouter
d’écouter,vanter
silence,d’extravagance
d’extravagance,brusquement
brusquement,promptement
l’assemblée,troublée
troublée,redressés
redressés,sensés
sensés,extrêmes
extrêmes,nousmêmes
fous,nous
épaules,rôles
fracas,pas
aise,chaise
spectateurs,acteurs
honte,compte
posé,avisé
monté,éventé
éventé,paraître
paraître,connaître
connaître,essuyer
essuyer,tutoyer
frivoles,paroles
l’arrêter,d’écouter
damne,âne
parfait,fait
sommaire,faire
cœur,l’acteur
chance,d’avance
d’avance,galamment
galamment,dénouement
justice,supplice
marché,attaché
communes,fortunes
faveur,cœur
tête,honnête
ébranlé,écoulé
sèche,calèche
pair,air
défendre,rendre
amis,promis
forte,sorte
sorte,compliment
compliment,seulement
tous,doux
confuse,excuse
recourir,mourir
manière,derrière
arrêté,ajusté
l’embrassade,incartade
précipités,civilités
dire,martyre
obstiné,donné
vie,envie
fâcheux,heureux
encore,j’adore
j’adore,d’espoir
d’espoir,voir
promise,orphise
extrême,j’aime
j’aime,bien
bien,rien
légitimes,crimes
crimes,aimé
matière,entière
soins,moins
rare,sépare
sépare,nimporte
pareille,l’oreille
singulière,poussière
là,voilà
fourré,emparé
terre,serre
pas,bras
déplaire,nécessaire
vient,tient
tient,paraître
paraître,connaître
veux,fâcheux
dire,martyre
abattu,penses‐tu
taire,nécessaire
pas,pas
loin,oui
oui,voie
voie,m’envoie
avis,suivis
confonde,monde
doux,rendezvous
propices,supplices
reconnu,venu
venu,chante
chante,courante
experts,vers
passable,considérable
suis,produis
assurément,d’agrément
là,voilà
belle,elle
marquis,fins
fins,baladins
surprenne,apprenne
nouvelles,belles
cher,chercher
sympathies,parties
couvrir,souffrir
complaisances,impertinences
côté,agité
inhumaine,haine
veut,peut
causes,choses
aspect,respect
d’allégresse,blesse
déplaisirs,soupirs
cruelle,mortelle
émue,malheur
malheur,douleur
flamme,âme
plaire,défaire
officieux,lieux
langage,enrage
dessein,main
sorte,porte
foi,moi
paroles,frivoles
empire,dire
amant,monument
monument,vôtre
vôtre,autre
appas,pas
indiscret,secret
secret,prière
prière,visière
visière,reculer
reculer,appeler
joie,monnaie
capitan,courtisan
lâcheté,imputé
posture,peinture
l’état,potentat
faire,déplaire
loi,moi
entière,matière
fâcheux,vœux
allée,allée
allée,écartés
écartés,côtés
martyre,désire
passé,chassé
prodiguent,fatiguent
fatiguent,étonné
étonné,retourné
divertie,partie
saintbouvain,main
m’accable,diable
public,pic
refaire,faire
faire,malheur
malheur,cœur
politique,pique
encor,major
extrême,sixième
roi,d’effroi
uniques,piques
l’embarras,as
semble,ensemble
capot,mot
effroyable,croyable
sort,tort
tort,transporte
transporte,porte
récit,t’agite
t’agite,quitte
malheur,cœur
tonnerre,terre
sommesnous,fous
impatience,diligence
enfin,destin
dire,soupire
soupire,parle
c’est,vite
vite,plaît
d’haleine,peine
peine,promptement
promptement,charmant
zèle,belle
digressions,passions
bouche,touche
vœux,cheveux
rire,tenir
tenir,venir
provinciales,animales
choisir,loisir
loisir,faire
faire,plaire
opinion,obstination
vôtres,autres
appelle,querelle
sentiments,amants
difficile,habile
chansons,connaissons
titre...,grâce...
arbitre,donner
donner,condamner
condamner,croire
croire,victoire
souci,d’ici
témoignage,désavantage
nous,jaloux
vôtre,autre
autre,dernier
dernier,premier
suffrage,davantage
jour,d’amour
saisie,jalousie
nous,jaloux
climène,haine
vœux,fâcheux
anime,crime
aveuglement,éclaircissement
éclaircissement,l’apparence
l’apparence,présence
présence,d’enjouement
d’enjouement,fondement
zèle,querelle
cœurs,vainqueurs
inspire,empire
amants,emportements
paisibles,infaillibles
jour,amour
intelligence,persévérance
courroux,jaloux
flamme,âme
prétend,inquiétude
inquiétude,rude
genoux,nous
déplaire,colère
d’emportement,contentement
contentement,quatre
quatre,battre
jaloux,vous
souffrante,trente
déclarer,préférer
préférer,défaire
défaire,satisfaire
yeux,mieux
quitte,quitte
entretien,venue
venue,vue
aigrir,souffrir
prie,compagnie
fâcheux,vœux
résistance,innocence
jours,cours
chasse,fasse
m’arrêter,conter
conter,assortie
assortie,partie
suprême,moimême
efforts,dixcors
j’arrête,tête
relais,frais
rapière,poulinière
jument,compliment
colère,père
tous,nous
personne,sonne
prisées,brisées
plaine,haleine
justaucorps,alors
beau,gaveau
matière,considère
nette,droite
droite,courtjointé
courtjointé,vivacité
dire,réduire
semblant,tremblant
pareille,merveille
croismoi,roi
pleine,plaine
l’écart,drécar
battre,quatre
joyeux,mieux
nôtre,l’autre
l’autre,penser
penser,balancer
ravie,crie
crie,plaisir
plaisir,loisir
faut,tayaut
pécore,encore
l’œil,deuil
différences,connaissances
enrage,personnage
bas,bras
voie,joie
vu,prévu
m’assomme,homme
vanté,apporté
apporté,tête
tête,bête
dieu,lieu
d’usage,rage
courant,ignorant
rare,sépare
part,campagnard
patience,diligence
sévères,colères
fâcheux,vœux
vue,pourvue
pourvue,désaveu
désaveu,feu
belle,elle
faveurs,douceurs
aime,suprême
près,qu’après
peutêtre,connaître
méthode,incommode
voir,devoir
facile,ville
m’honore,encore
moi,dois
extrême,soimême
introduit,bruit
bruit,débite
débite,mérite
mérite,instruits
instruits,suis
être,connaître
qu’en,latine
latine,mine
mine,en
dire,lire
emploi,roi
vousmême,extrême
bontés,présentés
fonde,monde
gens,nasardes
nasardes,gardes
endurer,retirer
certaine,mécène
promptement,retraite
retraite,faite
faite,placet
grande,demande
renom,surnom
d’acrostiche,hémistiche
parler,aller
quitte,visite
sain,main
tuileries,rêveries
rêveries,l’entretien
l’entretien,rien
rien,importune
importune,fortune
fortune,rien
rien,bien
pierre,terre
voilà,fouslà
frivoles,paroles
roi,moi
vaines,pleines
pleines,prétentions
prétentions,millions
monte,compte
soupçon,façon
inconcevable,faisable
silence,d’importance
secret,discret
discret,l’apprendre
l’apprendre,entendre
entendre,l’inventeur
monsieur,dire
dire,tire
avisé,aisé
aisé,côtes
côtes,hautes
quitte,visite
visite,sortir
sortir,divertir
dissimuler,appeler
campagne,t’accompagne
t’accompagne,j’enrage
moi,toi
pas,pas
querelle,zèle
enrager,dégager
service,office
aurez,quitterez
destinée,donnée
l’obtenir,prévenir
d’orphise,autorise
autorise,soins
soins,témoins
maître,connaître
dessein,sein
sein,dire
dire,désire
désire,venger
venger,d’outrager
l’appelle,criminelle
criminelle,l’immoler
l’immoler,parler
presse,maîtresse
monsieur,secours
secours,jours
service,justice
peine,haine
trépas,bras
rendre,prétendre
générosité,animosité
caprice,injustice
fameux,vœux
vous,époux
j’évite,m’acquitte
merveille,veille
jouir,réjouir
masques,basques
ici,voici
daphné,éroxène
mortelle,cruelle
vœux,fâcheux
peine,certaine
certaine,lieu
lieu,adieu
adieu,satisfaire
satisfaire,déplaire
feux,deux
inhumaine,haine
haine,tendrement
tendrement,traitement
charmes,larmes
toi,moi
inflexible,sensible
rigueur,cœur
taire,mystère
choisir,désir
inimitable,admirable
fort,d’abord
voie,monnaie
fameux,vœux
extrême,toimême
moi,vois
ressemble,ensemble
couleurs,cœurs
langage,ouvrage
bien,mien
chose,cause
crois,moi
rendre,méprendre
illusion,impression
ouvrage,l’image
feux,vœux
dire,m’inspire
m’inspire,ardeur
ardeur,cœur
puissante,violente
enflammer,charmer
heureuse,amoureuse
